3; 252
3; 258
9; 252
9; 258
15; 252
15; 258
21; 252
21; 258
27; 252
27; 258
33; 252
33; 258
39; 252
39; 258
45; 252
45; 258
51; 252
51; 258
57; 252,66666666666666
57; 258,3333333333333
63; 253
63; 258,5
69; 253
69; 258,5
75; 253
75; 258,5
81; 253
81; 258,6666666666667
87; 253
87; 259
93; 253
93; 259
99; 253
99; 259
105; 253
105; 259
111; 253
111; 259
117; 253
117; 259
123; 253
123; 259
129; 253
129; 259
135; 253
135; 259
141; 253
141; 259
147; 253
147; 259
153; 253
153; 259
159; 253
159; 259
165; 253
165; 259
171; 253
171; 259
177; 253
177; 259
183; 253
183; 259
189; 253
189; 259
195; 253
195; 259
201; 254
201; 259,5
207; 254
207; 259,5
213; 254
213; 259,5
219; 254
219; 259,8333333333333
225; 254
225; 260
231; 254
231; 260
237; 254
237; 260
243; 254
243; 260
249; 254
249; 260
255; 254
255; 260
261; 254
261; 260
267; 254
267; 260
273; 254
273; 260
279; 254
279; 260
285; 254
285; 260
291; 254
291; 260
297; 254
297; 260
303; 254
303; 260
309; 254
309; 260
315; 254,66666666666666
315; 260,3333333333333
321; 255
321; 260,5
327; 255
327; 260,75
333; 255
333; 261
339; 255
339; 261
345; 255
345; 261
351; 255
351; 261
357; 255
357; 261
363; 255
363; 261
369; 255
369; 261
375; 255
375; 261
381; 255,16666666666666
381; 261,0833333333333
387; 256
387; 261,5
393; 256
393; 261,8333333333333
399; 256
399; 262
405; 256
405; 262
411; 256
411; 262
417; 256
417; 262
423; 256,3333333333333
423; 262,1666666666667
429; 257
429; 262,8333333333333
435; 257
435; 263
441; 257
441; 263
447; 257,1666666666667
447; 263,0833333333333
453; 258
453; 263,8333333333333
459; 258
459; 264
465; 258
465; 264
471; 259
471; 264,9166666666667
477; 259
477; 265
483; 259,8333333333333
483; 265,75
489; 260
489; 266
495; 261
495; 267
501; 261,6666666666667
500,7857142857143; 268,07142857142856
507; 262,6666666666667
507; 268,6666666666667
513; 263,6666666666667
513,125; 270,5
519; 265
518,9444444444445; 272,05555555555554
525; 266,5
525,2; 273,9
531; 268,3333333333333
531,4; 275,8
537; 270,1666666666667
536,6; 277,4
541,4; 280,15
543; 272,6666666666667
546,9615384615385; 279,2692307692308
550,5; 284,3333333333333
553; 277
556; 283,9583333333333
559,5; 288,8888888888889
562; 281,5
565,0454545454545; 288,5
567,5; 294,4375
571; 287,5
573,1666666666666; 294,3333333333333
574,3571428571429; 300,7142857142857
579; 294,3333333333333
580,3571428571429; 300,57142857142856
580; 306,8333333333333
585,5; 300,6
586; 306,1666666666667
586; 312,0833333333333
591,2272727272727; 316
592; 307,5
594,5; 323,3333333333333
597,0555555555555; 315,77777777777777
599,2272727272727; 328,1363636363636
602,25; 321,75
603,4; 334,6
607; 328,125
608,1; 340,7
611,0714285714286; 334,14285714285717
612,4; 346,1
615,5; 340,42857142857144
616,4; 351,9
620,4; 357,95
620; 344,5
622,1; 350
624,4; 364
626; 355,5
628,4; 370,25
630; 361,8333333333333
632,2777777777778; 377,1666666666667
633,9285714285714; 368,42857142857144
636,4; 382,95
638; 374,3333333333333
640,2777777777778; 390,1111111111111
641,9285714285714; 381,42857142857144
643; 397,95
646; 389
647; 404,95
649,5; 397,5
650,2; 411,2
649,5; 392
654; 417,6
654; 400,25
655; 406,1666666666667
656,9; 411,4
657,4; 423,95
660,5; 430,4375
660,5; 412
662; 418
663,6666666666666; 424,3333333333333
663,5; 436,5625
666,9285714285714; 430
666,25; 442,0625
669,125; 448,9375
670,5; 433,3333333333333
672; 439,6666666666667
672,5; 445,25
672,1666666666666; 454,8888888888889
675,1666666666666; 461,3333333333333
676,5; 446,6666666666667
678; 452,8333333333333
678,1666666666666; 467,6111111111111
681; 459
681,25; 473,0625
684; 464,6666666666667
686,2272727272727; 478,27272727272725
687; 469,8333333333333
690,4; 484,6
692; 476,5
694,5; 490,45454545454544
697,25; 483,75
700,4; 494,65
702,5; 487,8
706,1363636363636; 495,3636363636364
707,3571428571429; 502,5
712; 496,3333333333333
713; 503
714,3571428571429; 508,57142857142856
719; 502,1666666666667
720; 508,875
721,3571428571429; 514,4285714285714
726; 508,1666666666667
727; 514,875
728,3571428571429; 520,1428571428571
733; 513,8333333333334
733,8333333333334; 520,7222222222222
736,5; 525,75
740; 519
742; 525,95
744,5; 531,5625
748; 524,6666666666666
750,1666666666666; 531,2777777777778
751,3571428571429; 536,5714285714286
756; 530
756,8333333333334; 536,7777777777778
759,5; 541,1875
763; 534,3333333333334
764,9545454545455; 541,4090909090909
768,5; 545,7222222222222
771; 538,5
774,0384615384615; 545,7692307692307
778,4; 550,45
780; 543
784; 550,3571428571429
788,4; 555,45
790; 548
794; 555,3571428571429
798,4; 560,45
800; 553
804; 560,3214285714287
808,4; 565
810; 557,5
813,9615384615385; 564,4615384615385
817,5; 569,3333333333334
820; 562
823,0384615384615; 568,8461538461537
827,25; 572,625
829; 565,5
833,1428571428571; 572,1428571428571
839; 568,8333333333334
838,8; 576,1
845; 570,8333333333334
844,8; 578,1
851; 572,6666666666666
851; 580
857; 574,5
857,0555555555555; 581,6111111111111
863; 576,1666666666666
862,7222222222222; 583,1666666666666
869; 577,8333333333334
868,7222222222222; 584,8333333333334
875; 579,5
875,0555555555555; 586,6111111111111
881; 581
880,9444444444445; 588,0555555555555
887; 582,5
887,0555555555555; 589,6111111111111
893; 584
892,9444444444445; 591,0555555555555
899; 585,5
898,9285714285714; 591,9285714285714
905; 586,6666666666666
904,8333333333334; 593,7222222222222
911; 588,1666666666666
911,2142857142857; 594,6428571428571
917; 589,1666666666666
917,2142857142857; 595,6428571428571
923; 590,1666666666666
923,2142857142857; 596,6428571428571
929; 591,1666666666666
929; 597,1666666666666
935; 592
935,3571428571429; 598,5
941; 593
941; 599
947; 593,8333333333334
946,6428571428571; 600,2142857142857
953; 594,6666666666666
952,7857142857143; 601,0714285714286
959; 595,6666666666666
958,7857142857143; 602,0714285714286
965; 596,6666666666666
965; 602,6666666666666
971; 597,5
970,9285714285714; 603,9285714285714
977; 598,3333333333334
977; 604,3333333333334
983; 599
983; 605
989; 599,5
989; 605,4166666666666
995; 600
995; 606
1001; 600
1001; 606
1007; 600
1007; 606
1013; 600
1013; 606
1019; 600
1019; 606
1025; 600,3333333333334
1025; 606,1666666666666
1031; 601
1031; 606,5
1037; 601
1037; 606,5
1043; 601
1043; 606,5
1049; 601
1049; 606,5
1055; 601
1055; 606,5
1061; 601
1061; 606,5
1067; 601
1067; 606,5
1073; 601
1073; 606,5
1079; 601
1079; 606,5
1085; 601
1085; 606,5
1091; 601
1091; 606,5
1097; 601
1097; 606,5
1103; 601
1103; 606,5
1109; 601
1109; 606,5
1115; 601
1115; 606,5
1121; 601
1121; 606,5
1127; 601
1127; 606,5
1133; 601
1133; 606,5
1139; 601
1139; 606,5
1145; 601
1145; 606,5
1151; 601
1151; 606,5
1157; 601
1157; 606,5
1163; 601
1163; 606,5
1169,2272727272727; 602,8181818181819
1166,5; 606,5
1175; 600
1175; 606
1181; 600
1181; 606
1187; 599
1187; 605
1193,5; 600,3333333333334
1191,5; 605
1199; 598
1199; 604
1205; 597
1205; 603
1211,5; 598,3333333333334
1209,5; 603
1217,357142857143; 596,5714285714286
1216,5; 602
1223; 595
1223; 601
1229,2272727272727; 596,8181818181819
1226,5; 601
1235,5; 595,3333333333334
1233,5; 600
1241,357142857143; 593,5714285714286
1240,5; 599
1247; 592
1247; 598
1253,2272727272727; 593,8181818181819
1250,5; 598
1259,4; 592,6
1257,5; 597,8333333333334
1265,5; 591
1264; 596
